Label,Se_Rt_CC_90_1,Se_Rt_CC_90_2,Se_Rt_CC_90_3,Se_Rt_CC_140_1,Se_Rt_CC_140_2,Se_Rt_CC_140_3,Se_Rt_CC_190_1,Se_Rt_CC_190_2,Se_Rt_CC_190_3,Se_ax_90_1,Se_ax_90_2,Se_ax_90_3,Se_ax_140_1,Se_ax_140_2,Se_ax_140_3,Se_ax_190_1,Se_ax_190_2,Se_ax_190_3
SYNPCC7942_RS11970,1782,1570,1693,1384,1295,1134,1296,1406,1618,2380,2373,2063,2511,1931,2110,1188,1482,1643
SYNPCC7942_RS11975,16661,11643,16454,9210,10225,7031,6749,11609,9905,39242,34365,25849,47340,31322,31525,14319,26457,25946
SYNPCC7942_RS11980,3235,2956,4396,2118,2349,1496,1520,2260,2183,5428,5949,4153,4948,4505,4212,2346,3415,2811
SYNPCC7942_RS11985,14385,12740,15215,7849,9445,6872,6331,9560,10044,21705,22573,19549,19449,16867,17220,12186,11746,10206
SYNPCC7942_RS11990,3974,3594,4509,2378,2622,1610,1770,2376,2836,6040,6208,5314,5521,4840,5330,3236,3684,2912
SYNPCC7942_RS11995,2224,2070,2470,2035,1944,1376,1656,1924,2082,2976,3256,2494,3090,2968,2912,1692,2134,1977
SYNPCC7942_RS12000,5319,4893,6021,6133,6097,4768,5393,6424,8119,6936,6885,5518,7193,5912,6105,4896,4806,4740
SYNPCC7942_RS12005,2380,1863,2250,2006,1966,1741,1802,2137,1952,2814,3037,2561,2743,2394,1953,1196,2094,2374
SYNPCC7942_RS12010,3012,2635,2860,2560,2357,2296,2320,3019,2646,4080,3963,3920,4879,3726,4085,2546,3701,3916
SYNPCC7942_RS12015,11447,9199,9885,10162,9089,7576,8049,9914,10001,15494,16642,14791,18148,14739,16551,8600,14297,16959
SYNPCC7942_RS12020,20453,18338,19012,13370,12790,11486,8833,13844,9910,23805,24538,25482,22706,16634,20749,11043,11372,19723
SYNPCC7942_RS12025,6172,5204,6599,5338,4907,4264,4942,6293,6746,7793,7664,6551,8875,6683,8286,5190,5581,6586
SYNPCC7942_RS12030,1406,1236,1238,735,806,690,820,966,782,1543,1502,1470,1669,1152,1623,707,792,1072
SYNPCC7942_RS12035,13362,11484,14073,10393,10012,6498,7284,8847,11404,18815,21672,17581,17861,18144,17363,10443,13403,11673
SYNPCC7942_RS12040,48233,40283,45190,30897,31634,25515,26375,34543,35825,71064,74080,70179,68142,61494,68705,39319,45537,44942
SYNPCC7942_RS12045,600,434,665,374,336,264,248,384,250,712,681,614,428,436,240,224,356,412
SYNPCC7942_RS12050,1712,1560,1886,1148,1046,684,904,1056,1108,2604,2736,2084,2558,1990,2272,1336,1638,1718
SYNPCC7942_RS12055,1332,1132,1374,1014,856,570,698,968,1014,2060,2164,1720,2036,1836,1894,954,1350,1282
SYNPCC7942_RS12060,598,458,572,538,454,320,372,438,426,780,916,632,854,828,682,386,582,624
SYNPCC7942_RS12065,6629,4928,6985,6078,5600,3284,3493,4532,5301,9084,10743,8351,9949,10231,9706,4634,8906,8191
SYNPCC7942_RS12070,3750,3514,4297,3052,3088,2306,2434,3142,3524,5584,6382,5444,6364,5191,6035,3031,4820,4302
SYNPCC7942_RS12075,1400,1127,1522,1108,964,654,754,960,874,2968,3348,2502,3002,2696,2520,1334,2090,2372
SYNPCC7942_RS12080,1460,1314,1546,1106,897,516,714,840,1158,2680,2752,2038,2866,2462,2716,1100,1978,1768
SYNPCC7942_RS12085,11491,10202,11674,8770,9365,5145,5410,6297,9052,18149,20259,15861,14937,16662,16654,7715,11889,8814
SYNPCC7942_RS12090,900,694,946,570,558,320,376,474,512,1368,1482,1030,1310,1179,964,594,866,756
SYNPCC7942_RS12095,16743,15348,14703,12872,14255,14157,13399,16551,14393,25262,23329,26743,29304,22270,28373,15607,17827,18861
SYNPCC7942_RS13605,886,554,884,811,732,726,475,560,525,819,834,737,1207,985,1016,398,648,776
SYNPCC7942_RS12100,1986,1694,2238,1482,1432,1054,1158,1618,1814,2550,2910,2227,3198,2387,2480,1680,1922,2366
SYNPCC7942_RS12105,794,638,884,604,644,396,457,578,560,1036,1278,962,884,888,914,456,626,682
SYNPCC7942_RS12110,8306,6101,7395,7516,6382,4366,5922,6018,9436,10822,11797,9337,11772,10820,10250,4690,8707,8296
SYNPCC7942_RS12115,31062,25766,23644,24662,24928,17114,19709,24478,24344,36339,38363,42768,41773,31790,42418,23458,20425,24910
SYNPCC7942_RS12120,3164,2656,2701,2614,2398,1788,1744,2331,2052,3436,3663,3634,3622,2867,3002,1920,1764,2408
SYNPCC7942_RS12125,1926,1652,1752,1490,1326,862,1028,1412,1380,2406,2390,2385,2444,2246,2633,1282,1268,1518
SYNPCC7942_RS12130,8853,8063,9212,6937,7355,4532,4055,5592,5868,12374,12284,12777,9656,8849,10672,5782,4352,5030
SYNPCC7942_RS12135,12516,12009,12951,11076,11505,6796,6156,8202,8879,15773,16167,16831,11083,11201,13859,7948,5221,5798
SYNPCC7942_RS12140,3024,2670,3087,2702,2523,1432,1986,2186,2589,3907,4278,3640,4392,3840,4117,2158,2840,3472
SYNPCC7942_RS12145,3360,2606,2692,2558,2298,1798,1894,2345,2098,4466,4831,4540,4964,4198,4408,2210,3285,3236
SYNPCC7942_RS12155,4076,3308,4198,3498,3290,2737,2694,2874,3414,7178,6508,5944,6797,5465,6034,3194,3545,4038
SYNPCC7942_RS12160,8012,7710,8501,6172,6682,4870,4835,6396,7854,11739,11230,9522,10105,8294,9309,5438,6419,6698
SYNPCC7942_RS12165,4730,3196,4060,3985,3722,2670,3110,3524,4263,5658,6044,5182,6615,5645,5624,2776,4629,4476
SYNPCC7942_RS12170,3778,3041,3309,2391,2580,1648,1654,2319,2387,4796,4730,4849,4910,4084,4790,2382,2936,2825
SYNPCC7942_RS12175,4768,4434,5859,3628,3325,2148,2342,3083,4266,6585,7099,5330,6130,5069,4938,3881,4562,3845
SYNPCC7942_RS12180,8033,7302,10124,5874,6036,4481,4668,6326,9135,11213,11798,9613,10891,8664,8679,7282,6853,6146
SYNPCC7942_RS12185,481,430,495,396,374,223,278,320,280,430,574,382,516,430,349,248,275,449
SYNPCC7942_RS12190,41991,39196,38754,32929,34125,30604,32776,41695,47283,54292,53681,53832,74150,52429,69476,38425,47746,52615
SYNPCC7942_RS12195,1492,1262,1626,1062,1074,684,670,864,908,2311,2174,1727,1504,1531,1396,832,982,894
SYNPCC7942_RS12200,16524,19443,15215,11693,8762,24553,28828,36841,11976,19546,10339,31116,26977,13463,15323,23139,14475,14152
SYNPCC7942_RS12205,2896,2306,2928,2242,2280,1594,1716,2352,2746,4287,4825,3736,4998,4280,4110,2462,3850,4134
SYNPCC7942_RS12210,3464,2964,3242,2974,2540,1604,2119,2987,2818,3964,4278,4142,3577,3573,3097,2220,2541,3023
SYNPCC7942_RS13840,1858,1336,1681,1618,1270,756,964,1216,1354,1936,2048,1874,1674,1632,1605,1096,1101,1152
SYNPCC7942_RS12220,40,26,24,26,20,26,30,26,40,57,76,34,50,46,48,50,34,28
SYNPCC7942_RS12225,186,162,242,166,126,144,116,150,164,262,304,230,272,248,164,116,190,178
SYNPCC7942_RS12230,9108,7376,7619,9231,8568,5228,6440,7717,9068,11690,12846,10911,13250,12373,12803,6538,9350,9395
SYNPCC7942_RS12235,4740,3811,3904,4116,3883,2662,3249,3839,4466,5405,6020,6143,7177,6161,7771,3423,4698,4596
SYNPCC7942_RS12240,1020,720,997,713,790,626,696,852,996,1200,1308,1038,1242,978,1134,752,911,840
SYNPCC7942_RS12245,12348,9632,14215,10967,12430,6935,7491,9915,14435,16045,19653,14278,14969,17047,17441,9532,13940,11112
SYNPCC7942_RS12250,5641,4438,4772,4935,5102,4020,4085,4784,5550,8688,9097,6980,11553,9017,9674,3938,8178,7018
SYNPCC7942_RS12255,770,648,680,620,604,524,506,596,706,1287,1028,988,1512,1112,1382,586,846,826
SYNPCC7942_RS12260,3302,2949,3256,3478,3179,2848,3701,3486,3242,4568,4538,4594,4531,3702,4231,3262,2862,3659
SYNPCC7942_RS12265,2584,2400,2923,3204,3146,2552,3172,3490,4364,2906,3150,2466,3593,3050,3138,2558,2366,2504
SYNPCC7942_RS12270,6449,5994,7204,5140,5408,3950,3852,5530,5069,9381,9592,8090,8885,7308,7214,4821,6249,7079
SYNPCC7942_RS12275,1028,868,1250,1022,1050,704,688,1000,944,1336,1460,1020,1314,1172,1006,582,984,957
SYNPCC7942_RS12280,2884,2350,3036,2605,2502,1712,1906,2364,3058,3974,4284,3300,4378,4481,4092,2044,3850,3098
SYNPCC7942_RS12285,910,768,962,758,728,484,604,776,754,1248,1334,972,1214,995,1110,564,822,1034
SYNPCC7942_RS12290,1656,1393,1786,466,638,288,280,670,674,2728,4216,2900,6476,6674,6010,2350,7126,3223
SYNPCC7942_RS12295,10021,8247,9908,10394,8923,7378,8279,9783,10847,9461,11208,9250,12100,10481,10267,6824,8920,9390
SYNPCC7942_RS12300,4501,3451,4831,2356,2978,1820,1484,2591,2898,8279,8074,6096,9356,7482,7081,3642,5872,4960
SYNPCC7942_RS12305,6843,6377,7051,4546,5128,2862,3640,5248,4728,10037,11335,8836,9794,9274,9662,5484,7339,7346
SYNPCC7942_RS12310,13562,11239,13054,11185,11374,7888,8548,10705,12597,19011,20697,18085,21474,18606,20516,10910,15106,15765
SYNPCC7942_RS12315,4420,4715,5153,2376,3142,1709,1744,3678,3204,5923,5844,5758,5272,4093,4440,3730,2350,3341
SYNPCC7942_RS12320,2169,2184,2350,2174,2639,2088,1849,2516,2542,2790,2549,2256,2458,2136,1948,1617,1578,1598
SYNPCC7942_RS12325,5530,5529,6680,4006,4217,3576,3056,4988,4300,7500,8250,6437,6701,6334,5083,5151,5096,4252
SYNPCC7942_RS12330,6120,4918,5336,4290,3892,2056,2352,3502,3893,6296,7691,6990,5781,6022,7420,3869,4335,4227
SYNPCC7942_RS12335,4359,3676,4417,3116,3090,1952,1896,2481,3220,7126,7434,5964,7428,6183,6745,3546,4642,4306
SYNPCC7942_RS12340,5542,4160,5786,4285,3582,2248,2894,3804,4405,6448,6893,5733,7456,5965,5677,3382,4968,5554
SYNPCC7942_RS12345,1888,1572,1811,1840,1660,1178,1520,1904,1920,2433,2780,2256,2976,2460,2600,1556,2090,2068
SYNPCC7942_RS12350,13873,11199,12208,10833,9738,7238,8746,9819,10750,17487,18250,17097,17689,14020,17039,10101,10168,12067
SYNPCC7942_RS12355,4079,4042,3706,3363,3500,3240,2518,3284,3174,5318,5286,5655,5497,4428,5547,2448,3412,3622
SYNPCC7942_RS12360,5574,4730,4784,4150,4378,3090,2996,3983,3934,7716,7752,7234,8523,6323,7828,3612,5172,5919
SYNPCC7942_RS12365,9904,8202,9805,8577,7720,6702,7047,9277,8856,11343,12675,11333,14149,10752,11345,8760,9664,11162
SYNPCC7942_RS12370,1178,806,1338,874,680,434,488,750,868,1682,1985,1520,1882,1476,1466,930,1362,1570
SYNPCC7942_RS12375,2113,1933,2267,1623,1747,1340,1338,1574,2072,2836,2665,2824,2703,2255,2715,1616,1558,1808
SYNPCC7942_RS12380,31330,28915,29886,26816,28311,21584,22144,27702,30409,42756,44449,42039,46698,37952,44802,24933,30595,33101
SYNPCC7942_RS12385,2492,2240,2537,2386,2114,1522,1570,2052,2064,4196,4721,3806,3956,4134,3564,2546,3032,2745
SYNPCC7942_RS12390,754,367,737,622,552,490,524,522,628,708,706,634,988,742,782,342,584,758
SYNPCC7942_RS12395,10600,10169,12885,7753,9086,5395,5723,8360,10486,17743,17573,13619,13326,14028,13968,8921,8789,7467
SYNPCC7942_RS12400,68014,64016,68242,53967,59987,44599,44061,58885,67497,101178,99170,92528,93867,75172,84056,53144,55467,58398
SYNPCC7942_RS12405,6923,6611,7785,5191,5376,3894,4018,5418,6078,10208,10031,9093,10301,8192,9963,5792,6727,6708
SYNPCC7942_RS12410,8264,8418,9294,5961,7312,5502,5288,7287,8822,12782,12394,11693,12904,10149,13259,7273,8409,7219
SYNPCC7942_RS12415,6847,6639,7820,5474,6136,3860,4156,5521,7085,10858,10658,9299,10368,9361,10982,5906,7592,6309
SYNPCC7942_RS12420,4231,3374,4584,3364,3268,2190,2614,3386,4508,6722,6903,5504,7024,6760,6214,3604,5617,4585
SYNPCC7942_RS12425,1218,909,1130,962,778,562,670,774,736,1264,1528,1302,1206,1218,1430,686,919,1000
SYNPCC7942_RS12430,51399,39311,50008,43294,40636,36042,38274,48012,56041,64702,69145,62263,81953,65711,72420,43175,64201,65960
SYNPCC7942_RS12435,3582,3095,3403,3054,3138,3196,3186,3735,4044,4230,4452,4069,4257,3955,4157,2815,4008,4002
SYNPCC7942_RS12440,19896,16327,15960,14694,15260,12332,14332,19605,18490,24850,25884,23697,31439,22891,28385,15176,19159,22744
SYNPCC7942_RS12445,32705,30665,33302,24783,25215,16802,21154,26096,31343,42540,42462,42795,47535,37788,44615,31629,31695,31427
SYNPCC7942_RS12450,13032,18353,18546,5612,8980,4604,4960,10566,6965,35516,33302,27381,30839,25975,24240,19067,16941,16319
SYNPCC7942_RS12455,12958,12220,13423,6179,6968,4482,5240,8395,7319,21893,21695,19173,19561,16664,16144,11654,10884,10617
SYNPCC7942_RS12460,6308,6494,6594,2800,3228,2015,2086,3594,2700,11699,11676,10915,9086,8589,7780,4802,5586,4879
SYNPCC7942_RS12465,8775,7762,8977,5688,5251,3431,3682,4846,4683,13582,15103,12084,12793,12323,10987,6032,8375,7564
SYNPCC7942_RS12470,8110,7316,8025,4718,5376,3218,3188,5051,4899,11551,12227,9897,10223,9914,9821,5546,7006,6568
SYNPCC7942_RS12475,5344,4260,5196,4123,3648,2496,3220,3901,3832,7155,7992,6422,8454,6808,7019,3636,5386,5443
SYNPCC7942_RS12480,5328,4270,5567,4416,4113,3020,3146,3851,4658,7513,7880,6296,7853,6468,6847,3700,5454,5051
SYNPCC7942_RS12485,2219,1710,2748,1776,1620,978,1104,1557,1816,2646,3324,2358,2668,2395,2318,1382,1845,1780
SYNPCC7942_RS12490,7184,5222,5012,4692,3654,2659,3450,3688,4442,8668,9166,9854,10529,8241,10784,5526,6092,6339
SYNPCC7942_RS12495,3488,868,4243,3322,2128,2112,610,652,638,1134,1016,938,2066,1910,2328,540,712,662
SYNPCC7942_RS12500,3162,3110,3684,2380,2664,1822,1706,2255,2674,5255,5172,4466,3972,4520,4482,2016,2908,2948
SYNPCC7942_RS12505,9039,7443,8001,8625,7645,6053,6127,6794,7867,12250,12522,12392,11602,10726,12967,5866,7635,7677
SYNPCC7942_RS12510,10705,8699,7990,7552,6694,5084,4732,5455,5270,13485,13523,15934,12271,10627,13051,6267,5700,5611
SYNPCC7942_RS12515,384,278,406,314,322,160,204,282,228,514,612,564,492,514,422,224,416,418
SYNPCC7942_RS12520,12322,10837,14590,9156,8737,5394,6174,7858,9666,18848,20604,16849,16591,16679,15168,9660,12676,10471
SYNPCC7942_RS12525,2618,2072,2715,1642,1465,1024,1130,1596,1428,4738,4594,3455,6000,4477,4222,2114,3845,4653
SYNPCC7942_RS12530,33412,28103,29509,16500,21449,17091,15875,28194,21089,50145,44451,39033,73076,47305,54035,26686,44382,53706
SYNPCC7942_RS12535,9184,6434,6771,3666,4178,3012,2810,5069,2858,15817,14660,12750,20388,14346,13198,5494,11994,15772
SYNPCC7942_RS12540,1099,808,1040,912,825,518,556,684,962,1850,1918,1604,1858,1612,1589,1022,1268,1219
SYNPCC7942_RS12545,235983,184249,209959,158737,168266,152535,195839,265706,275691,320985,289172,318563,337453,235834,231252,252632,209345,182443
SYNPCC7942_RS12550,4759,4398,5856,3526,3422,2372,2503,3525,3829,6201,7287,5756,5801,5591,5294,3592,4014,3700
SYNPCC7942_RS12555,10320,8397,11158,7997,8359,6508,6453,8590,11254,14237,13938,12398,16303,13007,15570,8665,11602,10565
SYNPCC7942_RS12560,11835,9453,12787,9931,9256,7372,8838,11566,13328,13455,15224,13759,16902,13240,14184,9779,11839,13248
SYNPCC7942_RS12565,12803,11143,11855,10518,10826,7610,7697,9657,10496,15875,18039,15766,15191,15082,15246,7698,12863,12337
SYNPCC7942_RS12570,18439,13415,17186,19307,16400,9078,10227,12557,15108,21993,26851,20153,19768,24899,21072,10106,17016,11579
SYNPCC7942_RS14200,1529,1270,1585,1130,986,666,636,974,1262,1880,2051,1623,1886,1618,1432,968,1214,1152
SYNPCC7942_RS12575,3236,3100,3882,2632,2694,1582,1550,2252,2178,5161,5656,4134,4038,4356,3760,1894,3383,3088
SYNPCC7942_RS12580,1512,1318,1736,1500,1259,862,958,1306,1234,3125,3579,2678,3643,2965,2953,2012,2499,3222
SYNPCC7942_RS12585,7230,6360,6407,6048,6098,4881,5361,7258,5889,11396,10748,10579,13367,9693,10600,6455,9478,11097
SYNPCC7942_RS12590,8509,8128,6719,6808,6793,10778,8722,12929,7075,13324,12284,15314,18267,11121,12787,9740,10751,11925
SYNPCC7942_RS13845,9548,8275,8409,6380,6970,6851,8406,9369,8607,17674,15164,18417,19011,13508,19772,11114,10819,13011
SYNPCC7942_RS12600,9315,7655,8263,6225,6063,4388,4936,6729,6181,11280,11381,11670,11071,9771,11624,5176,7382,9271
SYNPCC7942_RS12610,144916,127227,133101,98635,99461,75344,72611,100309,105493,168881,166285,189381,166469,147154,208275,94691,106148,122955
SYNPCC7942_RS12615,8660,6992,7399,8032,7134,5146,6053,6468,6485,10254,10165,10514,10759,8754,9889,4682,6718,8069
SYNPCC7942_RS14105,19175,16610,15699,17735,18845,16121,17483,18941,18955,25751,24111,29667,25661,20069,28132,13265,16305,19553
SYNPCC7942_RS13855,81216,68485,66195,72169,73949,70226,80808,92554,86912,102694,95897,118835,120787,81209,114880,68300,63430,85757
SYNPCC7942_RS12620,6491,6313,6178,4693,5318,4005,4159,5281,6035,9907,10141,9506,10077,8122,10585,5763,6611,6532
SYNPCC7942_RS12625,5204,4594,4809,3130,3466,2100,2432,3076,3497,7332,7515,7060,6945,6306,7030,3611,5085,4613
SYNPCC7942_RS12630,334,308,324,246,232,162,142,130,238,438,444,356,440,267,306,166,248,304
SYNPCC7942_RS12635,600,476,608,514,446,290,428,496,508,878,854,719,820,700,566,364,578,500
SYNPCC7942_RS12640,20436,18909,21776,15079,16829,15101,13957,17294,21588,30808,30230,26714,26915,21534,23048,15882,15908,14740
SYNPCC7942_RS12645,1052,898,1124,690,624,406,404,610,504,1458,1608,1236,1254,1138,1006,620,912,984
SYNPCC7942_RS12650,476,370,408,312,264,200,184,258,256,664,778,628,624,472,526,310,374,430
SYNPCC7942_RS12655,3564,3124,3378,2097,2216,1396,1416,1960,2130,5015,5024,4562,4134,3474,3942,2237,2462,2532
SYNPCC7942_RS12660,5383,4034,5305,3040,2802,1726,2252,3116,3452,7004,7134,5802,7398,5657,5984,3534,4270,4216
SYNPCC7942_RS12665,12700,11137,11791,8324,8332,5426,5526,7373,7361,18548,18785,17341,17725,15181,15893,9201,10617,9932
SYNPCC7942_RS12670,15298,14313,14648,9882,10753,7912,7742,10621,11439,19433,19279,18559,18909,15072,18688,12498,11169,10601
SYNPCC7942_RS12675,25828,20834,22158,19177,17998,13064,14934,17580,16000,32368,33266,32549,29632,24510,25931,17373,15340,17887
SYNPCC7942_RS12680,32770,27739,27840,25998,24750,16572,19471,21903,21100,45942,47362,47855,44654,36284,41030,27743,23625,24679
SYNPCC7942_RS12685,4504,3586,4356,3589,2680,2367,2765,3222,2829,4765,5477,5115,4814,3862,3908,3072,2521,3451
SYNPCC7942_RS12690,50982,39949,51063,44359,39950,28141,34389,40080,55394,64257,72552,61370,76010,67975,67505,42055,60030,56774
SYNPCC7942_RS12695,1562,1384,1582,1276,1104,826,842,1084,1046,1846,2124,1812,1830,1738,1798,956,1354,1628
SYNPCC7942_RS12700,14338,13865,17707,8949,9205,7944,7908,11713,16559,18106,18791,19280,13080,10733,12357,14278,8028,8732
SYNPCC7942_RS12705,338,274,428,272,258,160,218,288,388,480,434,422,362,310,360,266,254,196
SYNPCC7942_RS12710,578,554,606,466,518,274,346,450,532,714,774,653,702,554,764,556,544,616
SYNPCC7942_RS12715,16628,11845,15181,12678,11083,9646,11763,18168,17909,19129,18785,17598,29230,15844,17229,17166,13762,19853
SYNPCC7942_RS12720,39039,35086,33009,26653,27516,39746,37674,56380,38050,48613,41082,53306,60469,31006,41747,42231,26593,34526
SYNPCC7942_RS12725,5708,4666,5157,4199,4185,2591,2746,3763,3567,7766,8551,6663,7934,8256,7090,3412,6814,6149
SYNPCC7942_RS12730,3173,2514,2614,2040,2233,1495,1566,2121,2010,4514,4316,4035,4847,4480,4471,1974,3742,3208
SYNPCC7942_RS12735,6550,4898,6380,5213,4322,3240,4464,5398,6563,7223,7367,6509,8340,6796,7812,4956,5749,6532
SYNPCC7942_RS12740,2162,1830,2062,1807,1666,1214,1508,1879,1760,2389,2816,2246,2916,2304,2490,1437,2058,2474
SYNPCC7942_RS12745,16703,13118,16590,15395,14561,10554,11044,13001,16752,24886,27158,22775,30412,25426,27627,13728,23726,23371
SYNPCC7942_RS12755,7468,6648,7820,6353,5453,3966,5094,6584,7164,9266,9647,9107,10618,7756,8736,5673,5802,7054
SYNPCC7942_RS12760,2388,1826,2766,2590,2476,1326,1650,1876,2938,3010,3864,2735,3248,3678,3672,1682,3056,2323
SYNPCC7942_RS12765,3782,3142,3356,2886,2950,2222,2480,2976,3500,5320,5181,5132,5676,4750,5517,2764,3701,3408
SYNPCC7942_RS12770,134,136,132,124,160,110,74,182,114,152,190,152,154,144,140,104,88,134
SYNPCC7942_RS12775,1043,952,1140,945,780,618,578,782,868,1358,1407,1222,1298,1100,1318,644,824,906
SYNPCC7942_RS12780,4451,4329,4493,2934,3352,2576,2536,3696,3827,6526,6672,6015,6020,4811,5193,3409,3733,3577
SYNPCC7942_RS12785,6000,5700,6868,4468,4828,3340,2889,4134,4602,8391,8760,7023,7153,7288,6801,4005,4856,3712
SYNPCC7942_RS12790,10388,8665,9582,7860,8181,6103,6832,8292,9254,15098,14911,15019,15481,12910,17544,8443,10059,10860
SYNPCC7942_RS12795,940,940,880,602,498,312,414,496,524,1208,1204,1011,1108,960,1054,544,646,654
SYNPCC7942_RS12800,4069,4068,4564,2912,3230,2568,2592,3350,3633,5114,5220,4796,4568,3468,4205,3070,2584,2956
SYNPCC7942_RS12805,1888,1576,1840,1290,1134,932,802,1470,1276,2337,2802,2382,2360,2148,2026,1367,1496,1928
SYNPCC7942_RS14110,648,488,658,514,448,368,484,431,598,747,960,794,1114,906,974,496,680,622
SYNPCC7942_RS12815,24834,19340,25563,21006,19283,11099,14256,15980,23664,36307,38454,32301,41478,36740,38543,17687,31127,24670
SYNPCC7942_RS12820,31949,25456,33086,24411,24007,18553,21437,27952,34129,39882,42903,39034,52454,41574,49510,30968,37202,38895
SYNPCC7942_RS12825,68628,55741,56098,51286,51431,39736,39792,50942,48833,101527,102846,101929,113109,88026,107862,54888,71346,74233
SYNPCC7942_RS12830,1487,1124,1575,926,787,476,745,908,930,1847,2048,1519,2071,1453,1730,1073,1151,1476
SYNPCC7942_RS12835,1330,928,1198,1204,964,723,918,1148,1062,1482,1680,1374,1858,1613,1656,878,1334,1628
SYNPCC7942_RS12840,32485,18560,27251,46532,37878,34988,59288,45964,55872,29218,25770,26008,38266,33221,34800,16155,29264,24518
SYNPCC7942_RS12845,17036,15554,19036,16414,19282,13689,15403,16016,20015,22145,21989,20729,20366,19964,23709,15044,16193,12821
SYNPCC7942_RS12850,15257,13955,17426,13550,14330,10861,11938,13846,13014,18548,19515,16750,18185,15829,15569,11526,13749,12951
SYNPCC7942_RS12855,4968,5019,4836,3657,4218,2955,3956,5050,4636,7497,7197,7064,9192,6449,7724,4960,5327,6868
SYNPCC7942_RS12860,3831,2920,4327,3395,2968,1974,2499,3329,4301,4710,5376,3972,5084,4472,4119,2611,3554,3483
SYNPCC7942_RS12865,9864,7357,8895,8253,7486,4745,6480,7324,8695,13185,14047,11070,13960,12444,12604,6870,11069,10736
SYNPCC7942_RS12870,15700,12812,12818,11077,10763,7493,8773,11184,11179,19250,19073,21046,18422,15007,18777,11112,10862,12301
SYNPCC7942_RS12875,2750,2170,2445,1762,1716,1086,1274,1605,1858,3583,4109,3350,4231,3481,3676,2172,3235,3061
SYNPCC7942_RS12880,12905,11813,11970,10121,9880,6819,6988,8319,9536,14185,16945,13912,13774,13149,12815,7009,10733,11076
SYNPCC7942_RS12885,33443,26369,36170,27405,22054,19258,21834,28308,37640,39180,43001,37134,50962,35430,38397,30067,30776,36892
SYNPCC7942_RS12890,2202,2134,2347,1936,1741,1381,1760,1788,2432,2738,2878,2380,2974,2108,2320,1668,1598,2026
SYNPCC7942_RS12895,4648,3890,3919,4728,4135,4718,4630,5118,3905,4851,4474,6103,5757,3804,6018,3723,3042,4115
SYNPCC7942_RS12900,16649,12527,19233,14143,11947,7668,10885,13632,17300,16210,18454,13159,14946,12511,11371,8391,10394,11393
SYNPCC7942_RS12905,40,40,36,16,26,12,34,42,32,42,28,36,38,36,38,34,28,38
